GSM15785.cel.gz	GSM15786.cel.gz	GSM15787.cel.gz	GSM15788.cel.gz	GSM15789.cel.gz	GSM15790.cel.gz	GSM15791.cel.gz	GSM15792.cel.gz	GSM15794.cel.gz	GSM15795.cel.gz
203841_x_at	-0.38099488	-0.34246885	-0.39506153	-0.38073764	-0.37575084	-0.37414559	-0.39140038	-0.32995044	-0.34773159	-0.42585499
203842_s_at	0.11730554	0.08303168	0.07004606	0.07344668	0.08847883	0.13084736	0.1194431	0.06565677	0.09457403	0.10511343
203843_at	0.79901703	0.82076895	0.93093924	0.68555348	0.85162981	0.92372929	0.82014483	0.71443748	0.97444293	0.6848599
203844_at	-0.15980706	-0.05793763	-0.17829363	-0.10738325	-0.12725671	-0.15176794	-0.08361654	-0.0991719	-0.12129965	-0.1813957
203845_at	0.19576367	0.25547793	0.18467244	0.09128753	0.24579758	0.30602177	0.19287884	0.16963425	0.29156001	0.06754097
203846_at	0.67492169	0.58494272	0.77942592	0.55290107	0.66248609	0.83707922	0.64724019	0.52190541	0.78805966	0.59786522
203847_s_at	0.7417833	0.65288665	0.81903342	0.64706241	0.7180961	0.81884034	0.61439346	0.57094132	0.81236947	0.6608925
203848_at	0.86356552	0.59193743	0.7631487	0.70290936	0.65028227	0.79050962	0.69883756	0.60794488	0.83140738	0.68712622
203849_s_at	-0.21170675	-0.19630254	-0.12271546	-0.17626989	-0.18412557	-0.20192466	-0.17976574	-0.21206967	-0.20637775	-0.20682768
203850_s_at	-0.29110507	-0.27379433	-0.2638331	-0.26934144	-0.26910264	-0.28046883	-0.27595549	-0.19689223	-0.28092418	-0.26451084
203851_at	0.98839868	0.69784773	0.91272743	0.73940509	0.86188436	0.83851079	0.57819338	0.53941209	0.79242447	0.74460666
203852_s_at	1.03661654	0.99113763	1.09722107	1.05876608	0.96567988	1.10154946	1.0513941	1.00782804	1.166642	1.00374116
203853_s_at	0.71499914	0.60736871	0.64095041	0.64471768	0.60889489	0.66488088	0.54709332	0.469142	0.57703007	0.61870887
203854_at	-0.07520992	-0.10238652	-0.12660367	-0.02402241	-0.08463701	-0.0764725	-0.12043059	-0.13190865	-0.10767493	-0.09948476
203855_at	0.65284539	0.39185658	0.65784078	0.43440681	0.50803845	0.57854978	0.46558539	0.32447008	0.66180841	0.37817715
203856_at	1.88021822	1.71405733	1.80326138	1.8398652	1.80082942	1.86470998	1.90617266	1.76236647	1.91401633	1.7806637
203857_s_at	0.76226738	0.63343737	0.78451994	0.5640943	0.72908547	0.72526029	0.58795024	0.53700147	0.66393722	0.64614906
203858_s_at	0.92888777	0.85141578	0.89272272	0.7350299	0.83487015	0.99308205	0.81633246	0.76651847	0.93557331	0.75347818
203859_s_at	0.06458817	-0.08670022	0.01308676	-0.02501514	-0.02752557	-0.00570312	-0.04808162	-0.08556063	-0.0170805	0.01157332
203860_at	0.22813007	0.19048027	0.17978082	0.11559246	0.15099677	0.35462997	0.24223157	0.12268628	0.30853367	0.07899548
203861_s_at	0.15599001	0.20757265	0.19953597	0.09380055	0.15704112	0.23842079	0.2176836	0.17891866	0.18517633	0.1005316
203862_s_at	-0.0557459	-0.11755002	-0.14200498	-0.10957	-0.13186574	-0.08204554	-0.10615682	-0.00952422	-0.1329721	-0.09198022
203863_at	-0.1996247	-0.10278787	-0.11906036	-0.15075414	-0.16160974	-0.1324074	-0.15611123	-0.17344032	-0.1633757	-0.07913837
203864_s_at	-0.0166962	-0.0021543	-0.00321551	0.02966499	0.00037985	0.05907151	0.04707128	0.03375179	0.0163891	0.01189262
203865_s_at	0.37527079	0.15400858	0.28349368	0.23015881	0.27015178	0.27032481	0.16786348	0.08368593	0.20909088	0.21567456
203866_at	0.15045816	0.07131527	0.12112046	0.04423578	0.04810748	0.10679985	0.04933344	0.10869539	0.06884691	0.04218665
203867_s_at	0.67413504	0.47683169	0.62165689	0.4968826	0.60156986	0.6938853	0.49428677	0.33481288	0.71583296	0.46280957
203868_s_at	-0.22129475	-0.21450935	-0.21464087	-0.21309794	-0.25140001	-0.20567715	-0.23397845	-0.2696796	-0.19690214	-0.22460365
203869_at	0.34742728	0.29075449	0.40325629	0.20837628	0.22500594	0.42953208	0.286	0.12128238	0.44882305	0.21660611
203870_at	0.67471766	0.53837044	0.79177966	0.57010669	0.63326269	0.78011262	0.5738552	0.48537114	0.73069496	0.62171677
203871_at	1.31610743	1.38479335	1.3578447	1.16814577	1.31438933	1.43045294	1.32504842	1.24432876	1.40516829	1.23455245
203872_at	-0.11026186	-0.16155959	-0.16494483	-0.21374773	-0.14604386	-0.05250947	-0.15889376	-0.25876344	-0.10724765	-0.16028853
203873_at	-0.17987898	-0.27251258	-0.29752005	-0.28290928	-0.25159811	-0.27410483	-0.30532597	-0.24513004	-0.25144335	-0.29943372
203874_s_at	0.64832682	0.54474088	0.71222292	0.51198459	0.63786752	0.67126028	0.53191927	0.50401352	0.70160272	0.42096304
203875_at	0.59294723	0.59957945	0.63492027	0.52299469	0.52346815	0.75584705	0.6316425	0.60569775	0.74982112	0.55723202
203876_s_at	-0.0360242	-0.06506676	-0.04707981	-0.04739292	-0.00329137	-0.05986143	-0.04393177	-0.03926236	-0.06951848	-0.05768471
203877_at	-0.23440832	-0.26075039	-0.22251779	-0.27882616	-0.2662861	-0.19324355	-0.27331073	-0.23492019	-0.1963788	-0.20964948
203878_s_at	0.12278341	0.01568471	0.1051295	-0.00541624	0.01376527	0.10880578	0.01493356	-0.08848314	0.05326597	0.03321217
203879_at	1.32975941	0.7705832	1.27436225	1.17769311	1.18995022	0.97154759	0.93622678	0.74525414	1.00163116	1.25569291
203880_at	1.1014075	0.93235858	0.97293409	0.92450044	0.95700118	1.08072751	0.90352605	0.84047897	1.10052684	0.88449046
203881_s_at	-0.30841077	-0.28840302	-0.38329198	-0.28466412	-0.22143573	-0.31994371	-0.27940439	-0.35513284	-0.31476658	-0.28955581
203882_at	0.2335049	0.18085654	0.21419622	0.13271203	0.15208334	0.26064318	0.15507253	0.11474824	0.23599816	0.13759282
203883_s_at	0.64855249	0.50819565	0.70576666	0.63623989	0.59463231	0.74983587	0.74373261	0.61800859	0.75084543	0.64303875
203884_s_at	0.44493283	0.28368466	0.44637105	0.1790205	0.34869053	0.51496475	0.27271044	0.28272825	0.4922981	0.2019521
203885_at	0.99385723	0.96817585	1.0904137	0.84479983	0.98894471	1.12863854	0.90783158	0.75720428	1.13462894	0.87166463
203886_s_at	0.41041398	0.21562806	0.34249653	0.25802415	0.27671828	0.30400842	0.18928365	0.19539449	0.27040449	0.30558004
203887_s_at	-0.06008055	-0.14863586	-0.04079954	-0.07344999	-0.04475786	-0.09168447	-0.13050545	-0.15715186	-0.11506572	-0.07797554
203888_at	0.10283258	0.24926624	0.1013553	0.14200081	0.1998897	0.12368288	0.20879462	0.27318021	0.08087415	0.24482618
203889_at	-0.09317556	-0.18244372	-0.07168914	-0.14164767	-0.1317569	-0.17855523	-0.18555496	-0.1359645	-0.17990774	-0.14856316
203890_s_at	-0.14036538	0.22262395	0.15422778	-0.06711477	0.08193075	0.25297241	0.02754427	-0.05181476	0.2338789	-0.02654961
203891_s_at	0.29990416	0.16522191	0.30592901	0.32113785	0.18915145	0.18546298	0.24347296	0.15942685	0.32402633	0.30148625
203892_at	0.02664446	0.04547215	-0.00653665	-0.0056481	-0.00156908	0.01066333	0.02853233	0.06973025	0.00111291	-0.0039195
203893_at	1.28019689	1.17382571	1.346133	1.18414435	1.3026855	1.32761134	1.14015075	1.13209192	1.31709869	1.19573652
203894_at	0.10105458	0.0314562	0.01901939	0.00420557	0.00915318	0.04673916	-0.05679022	0.03914224	0.04168668	-0.04795342
203895_at	0.14688436	0.19075815	0.15881139	0.09347568	0.2115148	0.36804274	0.21918198	0.13435602	0.28539636	0.09360102
203896_s_at	-0.00058166	0.05970841	0.11461936	-0.00750093	-0.00152703	0.20053338	0.04948439	0.03231476	0.16208106	-0.02362869
203897_at	0.93581217	0.68312509	0.94914483	0.83335764	0.77002447	0.96855714	0.74792156	0.64729339	0.90794798	0.77428182
203898_at	0.46279053	0.32930058	0.51116858	0.34638351	0.29704119	0.50861784	0.40926826	0.28404301	0.52388794	0.33595882
203899_s_at	0.55663768	0.42955467	0.63996076	0.50309173	0.45064316	0.5229466	0.46668242	0.39715473	0.55020287	0.41201646
203900_at	-0.22778172	-0.24046857	-0.19251318	-0.19357888	-0.21070357	-0.19896048	-0.21988169	-0.23727706	-0.17548894	-0.22199698
203901_at	0.13999824	0.11638128	0.06204188	0.0728465	0.0771497	0.17478886	0.16597945	0.09040368	0.13632927	-0.01087802
203902_at	-0.16205782	-0.22040623	-0.16918058	-0.17625463	-0.15963742	-0.2028598	-0.18083822	-0.19216159	-0.18979978	-0.17844374
203903_s_at	-0.21064618	-0.25214518	-0.20072834	-0.27330684	-0.26111377	-0.21080335	-0.24403012	-0.28037244	-0.21975681	-0.20882727
203904_x_at	0.86800581	0.5109874	0.80374638	0.71253434	0.76821618	0.71333885	0.59376706	0.53173931	0.67419346	0.71902751
203905_at	0.80391767	0.68487835	0.80607603	0.66755268	0.68949755	0.95432643	0.79898422	0.6616541	0.948939	0.69124543
203906_at	0.39566397	0.26371846	0.29460276	0.19921618	0.25541224	0.42195386	0.28285595	0.24331318	0.36232441	0.23489315
203907_s_at	0.31743866	0.29729915	0.34127371	0.22203469	0.23069751	0.39506209	0.2518614	0.28721078	0.34469012	0.2483335
203908_at	0.05617446	-0.04524716	8.284e-05	-0.00783645	0.10888813	0.02369889	-0.00250173	-0.03980041	0.07175031	-0.06545507
203909_at	0.61603593	0.56965964	0.56587682	0.41650486	0.54557751	0.79447278	0.56114795	0.59270452	0.8083969	0.44432149
203910_at	1.72783037	1.78534877	1.92729725	1.71869302	1.79392585	1.74319235	1.7087208	1.74065347	1.71321687	1.7094381
203911_at	0.1826072	0.11224652	0.20450434	0.16785873	0.17357559	0.20631838	0.17804046	0.02868448	0.17035926	0.11034434
203912_s_at	0.31604545	0.24508648	0.30644036	0.23634504	0.30532028	0.37540326	0.27377005	0.24159951	0.33366344	0.23388278
203913_s_at	-0.04531931	-0.13797451	-0.0561364	-0.0729206	-0.06910878	-0.04268798	-0.11065575	-0.17143442	-0.06851546	-0.03731436
203914_x_at	0.17185108	0.13620049	0.0722295	0.08497517	0.11087119	0.06176833	0.08963735	0.08512173	0.04813533	0.05203161
203915_at	0.00586695	0.03611249	-0.02722728	-0.04418397	0.02848093	-0.01735173	-0.01008462	0.05267292	-0.02229762	-0.03142524
203916_at	0.30253262	0.18440342	0.30340053	0.2054124	0.23077252	0.27918869	0.19972582	0.20446351	0.28846827	0.23767866
203917_at	0.67477883	0.73096656	0.69177344	0.53395824	0.54737781	0.87480097	0.69666825	0.68844176	0.80634976	0.50974342
203918_at	-0.07437075	-0.05076276	-0.08028153	-0.03127397	-0.05570446	-0.07726826	-0.06816585	-0.03119422	-0.08417634	-0.0881177
203919_at	0.12164616	-0.09027579	0.0242844	-0.04843098	-0.0266575	0.0126137	-0.10004131	-0.11177427	-0.03110359	-0.01693386
203920_at	0.06306049	0.04126541	0.01167413	-0.05536443	0.00987531	0.12706366	0.02019103	0.01696666	0.08944842	-0.05399355
203921_at	0.85148742	0.51720502	1.11204457	0.96184447	1.10435083	0.73503308	0.64995955	0.46199771	0.77565027	1.02079123
203922_s_at	-0.20347932	-0.18786669	-0.16896695	-0.20373276	-0.22377435	-0.20938117	-0.13674371	-0.15859319	-0.15258796	-0.20277745
203923_s_at	-0.12831622	-0.10387994	-0.10586631	-0.11171837	-0.1555172	-0.04367841	-0.10885767	-0.10385487	-0.12618779	-0.17954796
203924_at	0.07701722	0.12706584	0.0171785	0.10060461	0.12002848	0.08019348	0.06033296	0.16603308	0.02199475	0.08478391
203925_at	1.36236904	0.7869679	1.69680909	1.28144672	1.61650566	1.58007621	1.51042111	1.17715435	1.80339539	1.03217169
203926_x_at	1.31470931	0.96951836	1.02074945	1.05998641	0.96101616	1.23716274	1.18436892	1.0913206	1.20618739	1.08593458
203927_at	0.62852308	0.29437279	0.68852139	0.46922993	0.57395378	0.38526798	0.34337494	0.17755716	0.48951046	0.5364175
203928_x_at	-0.00855154	0.02918633	0.03087806	-0.00640374	-0.02442289	0.04942167	0.00873173	0.05715187	-0.00115652	0.05008691
203929_s_at	-0.00783829	-0.05608535	-0.02785147	-0.02881166	-0.05273868	0.01462632	-0.01213445	-0.03678341	-0.02634601	-0.01370492
203930_s_at	-0.19607362	-0.18962568	-0.21119886	-0.21939137	-0.18249726	-0.1688417	-0.20191163	-0.15205631	-0.20484596	-0.21415956
203931_s_at	1.53339607	1.63375987	1.39290208	1.3674107	1.49556315	1.56937368	1.55075051	1.38599102	1.64533859	1.30725048
203932_at	0.16415925	0.15788025	0.08762018	0.04846618	0.07284082	0.17972429	0.1428012	0.08521062	0.16164484	0.07997379
203933_at	0.50162495	0.44786034	0.49201378	0.36621184	0.49175928	0.5290493	0.48356863	0.40629075	0.50385137	0.45744676
203934_at	-0.15772931	-0.05561398	-0.12701268	-0.05088962	-0.08516189	-0.1144738	-0.09236343	-0.02903344	-0.15524824	-0.11741075
203935_at	0.65319274	0.60415204	0.6555879	0.44429152	0.58415096	0.81414259	0.64945276	0.51335038	0.74562044	0.4708315
203936_s_at	0.10909439	0.00812971	0.05388542	-0.02399381	0.00649497	-0.0045662	0.00331866	-0.01125473	0.04782965	-0.05536569
203937_s_at	0.13520225	0.0230851	0.19975923	0.0190333	0.09970634	0.23633029	0.01225441	0.0463881	0.20004357	0.11880295
203938_s_at	0.76418238	0.41917858	0.68491443	0.56127832	0.51502229	0.73136333	0.60046101	0.45789811	0.66549838	0.57696181
203939_at	0.49406845	0.42382365	0.55047324	0.65617587	0.78659866	0.40252721	0.511849	0.43248593	0.50237922	0.62746947
203940_s_at	-0.19702642	-0.43202036	-0.20441239	-0.27011436	-0.31747109	-0.21381133	-0.35557922	-0.45030584	-0.22270415	-0.28796728
203941_at	0.43813958	0.33646567	0.40537663	0.33524189	0.33536209	0.54809475	0.37332483	0.29627274	0.51562741	0.32299168
203942_s_at	0.06369419	0.07869114	0.22777078	0.1133098	0.18127736	0.23105974	0.17079583	0.07436002	0.26000021	0.17299949
203943_at	0.99791446	0.74376481	1.0226678	0.83286002	0.95677641	0.99121755	0.94936731	0.77268163	1.03682187	0.83204987
203944_x_at	1.00315053	0.85224478	1.0183798	0.72305291	0.97694745	0.9796217	0.79669857	0.73095529	1.00836611	0.87067944
203945_at	0.65299875	0.4691684	0.64588383	0.65179142	0.55566366	0.73630191	0.63114374	0.46692941	0.76352503	0.58564825
203946_s_at	1.02830278	1.13457247	1.06899645	0.84731787	1.04867168	1.38586296	1.16521933	0.98278875	1.34448748	0.82709662
203947_at	1.47485594	1.2787288	1.41353846	1.36613072	1.47834947	1.38988781	1.26959826	1.23267681	1.42077964	1.16140249
203948_s_at	-0.33864272	-0.38921564	-0.36321908	-0.35850434	-0.3151524	-0.35106288	-0.34642293	-0.36319361	-0.33619854	-0.3334822
203949_at	-0.0902591	-0.09956063	-0.08599135	-0.03181833	-0.06560308	-0.05311385	-0.05019019	-0.03355321	-0.04920217	-0.02717163
203950_s_at	0.62740768	0.46843642	0.49925669	0.38660897	0.42597977	0.67357281	0.5137104	0.48707723	0.60879877	0.47552498
203951_at	0.20406243	0.19013698	0.16473688	0.04301184	0.11911098	0.19738496	0.0724466	-0.03546452	0.18454599	0.15066377
203952_at	0.63854212	0.59806646	0.70204056	0.58543968	0.62477488	0.80939378	0.67653139	0.58286023	0.82788524	0.56707391
203953_s_at	-0.26069068	-0.27803297	-0.29309017	-0.334243	-0.22023351	-0.09907444	-0.2492241	-0.35375612	-0.15883535	-0.30320137
203954_x_at	0.10184503	-0.02684232	0.03994997	0.02877524	-0.00839206	0.05094148	0.02773853	-0.01602669	0.10839913	0.00128516
203955_at	0.41133901	0.23381818	0.3352026	0.22931884	0.29767484	0.37879771	0.21553535	0.23159953	0.31829201	0.29942593
203956_at	1.14431258	1.04409512	1.05444953	1.04825826	0.89603723	1.15142707	1.06659544	1.04718888	1.17092588	1.01171013
203957_at	0.59396886	0.35602401	0.6107739	0.40537219	0.45409576	0.53076542	0.43498446	0.26148021	0.5639788	0.45392505
203958_s_at	0.34064447	0.10498753	0.19061983	0.20378446	0.03974313	0.24271668	0.155362	0.12219056	0.24499395	0.13707397
203959_s_at	0.79479478	0.61283854	0.73318009	0.65809055	0.66676828	0.86515861	0.68330659	0.66520973	0.78416834	0.64948542
203960_s_at	0.74065091	0.59427451	0.63695356	0.42471116	0.54465231	0.82163463	0.51612329	0.47514015	0.75819929	0.46485034
203961_at	-0.16341501	-0.03622895	-0.20772727	-0.17376134	-0.21239675	-0.13746648	-0.11523841	-0.07323486	-0.18873509	-0.16308063
203962_s_at	-0.19130482	-0.21755645	-0.23059455	-0.18577303	-0.25484152	-0.21564345	-0.21974903	-0.17138668	-0.21151838	-0.21274678
203963_at	-0.02077432	0.06557772	-0.03623355	-0.01791525	-0.0072303	0.05340553	0.03613455	0.15506871	0.00907033	-0.01455998
203964_at	1.11648176	0.97343988	1.14620433	0.96232473	1.06757855	1.22080352	1.05949546	1.02346371	1.19516487	0.9619682
203965_at	0.06848542	-0.14703252	-0.00826952	-0.08087574	0.01789848	-0.00126767	-0.08803422	-0.11104274	0.00353776	-0.04788737
203966_s_at	0.93446312	1.07102944	0.89852209	0.81440315	0.85885617	0.94673431	0.8960134	0.96887656	0.98733881	0.72007197
203967_at	1.59908307	1.39631629	1.69777446	1.44881995	1.68565895	1.54704453	1.4300561	1.28043076	1.46497895	1.57125645
203968_s_at	1.24415752	1.14175895	1.45784344	1.20524458	1.34933555	1.31384387	1.15389684	0.95182983	1.26133802	1.30227188
203969_at	-0.01798235	-0.06170563	-0.0052588	-0.10695501	-0.02929487	0.05565606	-0.02468316	-0.05401517	-0.04486591	-0.03911844
203970_s_at	0.53003584	0.54771179	0.61123186	0.46904258	0.48979909	0.72582318	0.60144745	0.51399313	0.72254302	0.43972917
203971_at	0.39846098	0.32309619	0.3852037	0.35675068	0.29717527	0.57236171	0.39349419	0.34461086	0.57899364	0.31928321
203972_s_at	0.4872943	0.90786541	0.65638257	0.40997476	0.63327763	0.98799691	0.72315295	0.67211931	0.89487041	0.36958331
203973_s_at	0.99028745	0.70758934	1.01111572	0.79816725	0.7149763	0.8163135	0.56417294	0.56969463	0.69721088	0.81691551
203974_at	0.87905425	0.82528385	0.97323473	0.81427002	0.91359378	1.03234448	0.86055151	0.70557431	0.9613697	0.80622042
203975_s_at	1.38543542	0.95715371	1.21664245	1.23576328	1.11793485	1.331774	1.13233183	1.01016613	1.25672579	1.26217684
203976_s_at	0.66312081	0.4852492	0.65246165	0.46409189	0.57648159	0.75014718	0.57256846	0.39510532	0.71909032	0.57680561
203977_at	0.20087367	0.0244331	0.07864027	-0.00589988	0.07230652	0.10762258	0.05693178	0.0532332	0.14833313	0.03808871
203978_at	0.66856789	0.56481318	0.70705087	0.55400619	0.59040715	0.75087853	0.59886924	0.52530797	0.77548254	0.54333612
203979_at	0.58773868	0.49436001	0.51913291	0.49565082	0.52058321	0.48400252	0.50699078	0.49520619	0.49977055	0.55421018
203980_at	-0.11975196	-0.19418733	-0.15877748	-0.19407227	-0.21989313	-0.12896135	-0.22456692	-0.19870059	-0.18125751	-0.14840475
203981_s_at	0.47485884	0.29699187	0.37684583	0.26907592	0.3442896	0.53175748	0.33373301	0.29172809	0.51918395	0.25777893
203982_s_at	0.02665278	0.01740642	0.06726459	-0.03496077	-0.00679929	0.09574036	0.02845558	-0.02230035	0.05426283	0.00873481
203983_at	0.78647489	0.71861445	0.80971642	0.64280858	0.73210015	0.9669848	0.85200637	0.69559745	1.04357129	0.61224157
203984_s_at	0.43261509	0.26774984	0.37345727	0.24747864	0.29488991	0.46332081	0.30926741	0.24727	0.41487969	0.30869663
203985_at	0.35109029	0.29127129	0.35410175	0.22231204	0.29032802	0.44123675	0.28830259	0.28254776	0.43402979	0.24606867
203986_at	-0.00150863	-0.06315647	-0.03539443	-0.09074057	-0.0936141	0.02969379	-0.09206658	-0.09612408	-0.00336977	-0.07067362
203987_at	0.52333863	0.84204292	0.70405938	0.35862615	0.6678878	0.85424531	0.76795433	0.55293323	0.79225342	0.48119683
203988_s_at	1.21920345	1.01561989	1.13920453	1.12459161	1.1470679	1.17993021	1.08301562	0.95881637	1.19295009	0.98476813
203989_x_at	0.38072876	0.33751582	0.33140289	0.28940681	0.1447087	0.56223761	0.42310128	0.26154734	0.33955278	0.2186986
203990_s_at	0.01960903	0.12640361	0.12511719	0.08558452	-0.03371169	0.14450926	0.0734274	0.01647249	0.1872909	0.01971591
203991_s_at	0.34312591	0.27409585	0.3400133	0.28129202	0.24310756	0.41979291	0.30781775	0.25624469	0.50262997	0.17180372
203992_s_at	0.28788665	0.28540458	0.40744932	0.17455211	0.29587738	0.45118682	0.28426531	0.16802846	0.53980971	0.1608701
203993_x_at	-0.35682944	-0.3998042	-0.40218048	-0.40252413	-0.36180678	-0.35529011	-0.39006113	-0.41776265	-0.36747936	-0.35750466
203994_s_at	0.03365602	-0.09043372	-0.05010919	-0.03071438	-0.1102387	-0.09470232	-0.1036825	0.00907992	-0.11145954	-0.0464844
203995_at	0.02105355	0.00541827	0.00246506	0.00738871	0.02975647	0.07309547	0.06391297	0.00346361	0.03954346	0.03612735
203996_s_at	0.31154966	0.22520703	0.28246217	0.21193189	0.26060157	0.37805868	0.21420192	0.22982822	0.2700297	0.22220824
203997_at	0.38086198	0.42501429	0.43710246	0.21435257	0.38398985	0.51196381	0.33971482	0.3359704	0.41212722	0.2822515
203998_s_at	-0.19482858	-0.18557245	-0.19109044	-0.21343692	-0.23808701	-0.17167272	-0.19240853	-0.2179483	-0.19704642	-0.15917713
203999_at	-0.13662397	-0.11094964	-0.11566214	-0.18829424	-0.1442143	-0.16207636	-0.14674219	-0.10527838	-0.16174228	-0.15972824
204000_at	0.56607859	0.34510223	0.4297403	0.3761296	0.30383222	0.56786249	0.41272355	0.34046318	0.53255541	0.30561137
204001_at	0.29729141	0.23134145	0.34056135	0.30685085	0.27341043	0.49927299	0.33145775	0.27487658	0.44311504	0.21216394
204002_s_at	-0.08105297	-0.0418994	-0.0730713	-0.06393851	-0.06261625	-0.03201006	-0.08395429	-0.03694937	-0.06693825	-0.11523254
204003_s_at	0.92493022	0.83442652	0.93679704	0.76562209	0.95731075	0.89498019	0.76829599	0.75443918	0.91599693	0.78160558
204004_at	1.19750227	1.34085478	1.45417618	1.08692131	1.35059006	1.50363274	1.2641926	1.26624799	1.37329693	1.21993386
204005_s_at	0.5367821	0.89405018	0.71692357	0.56054829	0.59368229	0.74474727	0.62053245	0.81698035	0.8143955	0.56487964
